Ngày đặt hàng,Mã đơn hàng,Barcode,Tên sản phẩm,Tên phân loại hàng,Số lượng,Giá bán thực,Người Mua,Phương thức thanh toán,Tỉnh/Thành phố,Hủy bởi,Hủy với lý do,Trạng thái Trả hàng/Hoàn tiền,Thời gian hoàn thành đơn hàng
31/12/2022,2301015WR8A95J,196153168350,NIKE TIEMPO LEGEND 9 ACADEMY TF - DR5985-510 - NÂU,41,1,1850000,quoc_quy,Thanh toán khi nhận hàng,Long An,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
01/01/2023,2301017AXD7NNG,2000000022857,KAMITO CỎ NHÂN TẠO TA11 AS - KMA220824 - XANH NGỌC,41,1,690000,tadayfa1,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,09/01/2023
01/01/2023,2301017B8R5F2Q,196152910103,NIKE ZOOM MERCURIAL SUPERFLY 9 ACADEMY TF - DR5948-810 - VÀNG ĐỒNG,42.5,1,2350000,toquang980,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,06/01/2023
01/01/2023,2301017F3M6VWH,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,3,29000,thuybt123321,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,08/01/2023
01/01/2023,2301017F3M6VWH,VOTHF-2,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Đen trơn,2,30000,thuybt123321,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,08/01/2023
01/01/2023,2301017SKAGTH3,4065449347815,PUMA FUTURE Z 1.4 PRO CAGE - 106992-03 - ĐỎ,41,1,2890000,tatruongan2019,Thanh toán khi nhận hàng,Thái Nguyên,Hủy bởi người mua,Thay đổi đơn hàng,,
01/01/2023,2301017TTBQNM2,MIP1GZ180245-M,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,M ( Size 39 - 41),2,79000,minx79,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,04/01/2023
01/01/2023,2301018200NV4C,196152910288,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DR5949-810 - ĐỒNG,42,1,2150000,buituanhunghb123,Thanh toán khi nhận hàng,Hòa Bình,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
01/01/2023,23010182HTY8JD,196152910271,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DR5949-810 - ĐỒNG,41,1,2150000,buituanhunghb123,Thanh toán khi nhận hàng,Hòa Bình,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
01/01/2023,23010188KE5B2M,2000000022772,KAMITO CỎ NHÂN TẠO TA11 AS - KMA220850 - TRẮNG/VÀNG,40,1,690000,thchv945,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
01/01/2023,23010188KE5B2M,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,thchv945,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
02/01/2023,2301028VP089CJ,4065449565462,PUMA ULTRA ULTIMATE CAGE TF - 106893-03 - ĐỎ,41,1,2850000,tatruongan2019,Thanh toán khi nhận hàng,Thái Nguyên,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
02/01/2023,23010296002E5T,2000000022772,KAMITO CỎ NHÂN TẠO TA11 AS - KMA220850 - TRẮNG/VÀNG,40,1,690000,thchv945,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,07/01/2023
02/01/2023,23010296002E5T,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,thchv945,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,07/01/2023
02/01/2023,230102APTTUXPM,4062062608996,TRÁI BÓNG ADIDAS TIRO LEAGUE TB - FS0374 - TRẮNG/CAM,SIZE 5,1,550000,toantang86,Thanh toán khi nhận hàng,Bình Dương,,,,06/01/2023
02/01/2023,230102AQEQVBF5,2000000022802,KAMITO CỎ NHÂN TẠO TA11 AS - KMA220850 - TRẮNG/VÀNG,43,1,690000,ngbichngoc18,Thanh toán khi nhận hàng,Đồng Nai,,,,06/01/2023
02/01/2023,230102AQEQVBF5,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,ngbichngoc18,Thanh toán khi nhận hàng,Đồng Nai,,,,06/01/2023
02/01/2023,230102AUYBXKS6,4064047513790,ADIDAS X SPEEDFLOW.3 TF - FY3313 - TRẮNG/ĐEN,44,1,1750000,phuyennnnn,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,06/01/2023
03/01/2023,230103D5F4CY5U,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,2,30000,hanhan_131095,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,10/01/2023
03/01/2023,230103D98T7AF6,196152910264,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DR5949-810 - ĐỒNG,40.5,1,2150000,sangkhoiduy1234567890,Thanh toán khi nhận hàng,Bến Tre,Tự động hủy bởi hệ thống Shopee,Giao hàng thất bại,,
04/01/2023,230104FF3W0C4A,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,30000,tanthanh2412,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Tự động hủy bởi hệ thống Shopee,Người bán không gửi hàng đúng hạn,,
04/01/2023,230104FTVFH9VA,4550234784284,MIZUNO MONARCIDA NEO II SELECT AS TF - P1GD210523 -  XANH NGỌC,42,1,1399000,gundambaki,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,06/01/2023
04/01/2023,230104FTVFH9VA,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,gundambaki,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,06/01/2023
04/01/2023,230104FUGURYUY,4064047521641,ADIDAS COPA SENSE .3 TF - FY6188 - ĐỎ/TRẮNG,44,1,1690000,doxuanhienth,Thanh toán khi nhận hàng,Hà Nội,,,,10/01/2023
05/01/2023,230105H53BN220,4573103660533,VỚ NGẮN CHỐNG TRƯỢT ACTIVITAL FOOT SUPPORTER PRO JAPAN - GSM15-BK - ĐEN,L-LL,1,390000,dangtc25,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Đồng Nai,,,,08/01/2023
05/01/2023,230105H8F195F7,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,4,30000,chutich1,Thanh toán khi nhận hàng,Đồng Nai,,,,10/01/2023
05/01/2023,230105HG1Q60R2,4065418277174,ADIDAS DÉP QUAI NGANG ADILETTE SHOWER SLIDES - GW1048 - XANH BIỂN,40 1/2,1,490000,dungsportgiaybongda,Thanh toán khi nhận hàng,Thái Bình,,,,09/01/2023
05/01/2023,230105J22DJKNS,195866244771,NIKE MERCURIAL VAPOR 14 ACADEMY TF - DJ2879-007 - ĐEN/BẠC,42,1,1850000,myduyen23701,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Hà Nội,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
06/01/2023,230106KNP45J9R,JOMASOCKW,VỚ CHỐNG TRƠN JOMA CHÍNH HÃNG - TRẮNG,Free Size,1,180000,thanhphuongvip,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Phú Yên,,,,14/01/2023
06/01/2023,230106MCR5UXDT,196152910264,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DR5949-810 - ĐỒNG,40.5,1,2150000,phtnhun641,Thanh toán khi nhận hàng,Bến Tre,,,,14/01/2023
07/01/2023,230107N4E2R1GS,4065419738766,ADIDAS DÉP QUAI NGANG ADILETTE SHOWER SLIDES - GZ5921 - TRẮNG,40 1/2,1,490000,huychn128,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,08/01/2023
07/01/2023,230107PM8TBAEF,196149128214,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DJ5635-780 - VÀNG/HỒNG,42,1,2150000,duchoang0372,Thanh toán khi nhận hàng,Đồng Nai,,,,14/01/2023
07/01/2023,230107PM8TBAEF,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,duchoang0372,Thanh toán khi nhận hàng,Đồng Nai,,,,14/01/2023
07/01/2023,230107PM8TBAEF,Balodennew,BALO THF - CAM ĐEN/ XÁM/ ĐEN TRẮNG/VÀNG ĐEN,Màu trắng đen,1,0,duchoang0372,Thanh toán khi nhận hàng,Đồng Nai,,,,14/01/2023
07/01/2023,230107PQQGDQ1Y,4060509396727,ADIDAS DÉP QUAI NGANG ADILETTE AQUA - F35543 - ĐEN,40 1/2,1,450000,hoang_phan10,Thanh toán khi nhận hàng,Thanh Hóa,,,,11/01/2023
07/01/2023,230107Q154CSAX,4065418231480,ADIDAS BA LÔ MODERN UTILITY 25L - H22706 - XANH RÊU,Balo adidas,1,650000,thanhcd03,Thanh toán khi nhận hàng,Kiên Giang,,,,15/01/2023
09/01/2023,230109TBC50UVY,8424309829773,JOMA TOP FLEX REBOUND IN 2110 - HỒNG CÁNH SEN,43,1,1790000,hao_ga.1711,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,Hủy bởi người mua,Người bán không trả lời thắc mắc / yêu cầu của người mua,,
09/01/2023,230109TYD6D5SQ,2000000024158,KAMITO CỎ NHÂN TẠO TA11 AS - KMA221052 - TRẮNG/VÀNG/ĐỎ,44,1,690000,thaophan81010,Ví ShopeePay,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
09/01/2023,230109TYD6D5SQ,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,thaophan81010,Ví ShopeePay,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
09/01/2023,230109U7QHHYJV,4065426217469,ADIDAS PREDATOR EDGE.1 TF - GZ6101 - TRẮNG,42 2/3,1,3050000,quangnam971,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
09/01/2023,230109U81TFJU5,4065426217469,ADIDAS PREDATOR EDGE.1 TF - GZ6101 - TRẮNG,42 2/3,1,3050000,quangnam971,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Thay đổi đơn hàng,,
09/01/2023,230109UDGF372J,196149128221,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DJ5635-780 - VÀNG/HỒNG,42.5,1,2150000,quangnam971,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
09/01/2023,230109UEBJTJND,196151861109,NIKE ZOOM MERCURIAL SUPERFLY 9 ACADEMY CR7 TF - DQ5320-182 - TRẮNG/XANH,42.5,1,2490000,quangnam971,Thanh toán khi nhận hàng,Sơn La,,,,15/01/2023
09/01/2023,230109UQSMA3CK,MIP1GZ180245-M,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,M ( Size 39 - 41),2,80000,thucnguyenzz,Thanh toán khi nhận hàng,Quảng Ngãi,,,,17/01/2023
09/01/2023,230109UU2HBNHQ,4065449347822,PUMA FUTURE Z 1.4 PRO CAGE - 106992-03 - ĐỎ,42,1,2890000,chanco922,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,17/01/2023
09/01/2023,230109UU2HBNHQ,Balodennew,BALO THF - CAM ĐEN/ XÁM/ ĐEN TRẮNG/VÀNG ĐEN,Màu trắng đen,1,0,chanco922,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,17/01/2023
09/01/2023,230109V3HH2DK9,Balodennew,BALO THF - CAM ĐEN/ XÁM/ ĐEN TRẮNG/VÀNG ĐEN,Màu trắng đen,1,90000,thaiduong0008,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,13/01/2023
09/01/2023,230110VHJYAFXN,4065426209914,ADIDAS PREDATOR EDGE.1 TF - GW0952 - CAM/ĐỎ,40 2/3,1,2990000,zu23hgx2js,Thanh toán khi nhận hàng,Hải Dương,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
09/01/2023,230110VHJYAFXN,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,zu23hgx2js,Thanh toán khi nhận hàng,Hải Dương,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
09/01/2023,230110VHJYAFXN,Balodennew,BALO THF - CAM ĐEN/ XÁM/ ĐEN TRẮNG/VÀNG ĐEN,Màu trắng đen,1,0,zu23hgx2js,Thanh toán khi nhận hàng,Hải Dương,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
09/01/2023,230110VJ2QWA5K,4065426209914,ADIDAS PREDATOR EDGE.1 TF - GW0952 - CAM/ĐỎ,40 2/3,1,2990000,zu23hgx2js,Thanh toán khi nhận hàng,Hải Dương,Hủy bởi người mua,Lý do khác,,
09/01/2023,230110VJ2QWA5K,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,zu23hgx2js,Thanh toán khi nhận hàng,Hải Dương,Hủy bởi người mua,Lý do khác,,
09/01/2023,230110VJ2QWA5K,Balodennew,BALO THF - CAM ĐEN/ XÁM/ ĐEN TRẮNG/VÀNG ĐEN,Màu trắng đen,1,0,zu23hgx2js,Thanh toán khi nhận hàng,Hải Dương,Hủy bởi người mua,Lý do khác,,
10/01/2023,230110VM01J3T4,Balodennew,BALO THF - CAM ĐEN/ XÁM/ ĐEN TRẮNG/VÀNG ĐEN,Màu trắng đen,1,90000,nutibost122,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,15/01/2023
10/01/2023,2301100SJW6P11,Balodennew,BALO THF - CAM ĐEN/ XÁM/ ĐEN TRẮNG/VÀNG ĐEN,Màu trắng đen,1,90000,sonbaber1998,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,17/01/2023
10/01/2023,230110190E6D1R,8717154536096,BĂNG VẢI THỂ THAO STARBALM – 5cm x 10m,5CM x 10CM,1,180000,bonglk123,Thanh toán khi nhận hàng,Đồng Nai,,,,16/01/2023
10/01/2023,2301101BETBM7Q,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,5,30000,vvttkkkk,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,13/01/2023
10/01/2023,2301101BETBM7Q,VOTHF-2,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Đen trơn,5,30000,vvttkkkk,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,13/01/2023
10/01/2023,2301101RTXS1GW,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,2,30000,1x0e2zcym1,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,15/01/2023
11/01/2023,2301113A7EUQQC,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,5,30000,phchongg247,Thanh toán khi nhận hàng,Hà Nội,,,,19/01/2023
11/01/2023,2301113JRARA2J,196151860881,NIKE ZOOM MERCURIAL VAPOR 15 CR7 ACADEMY TF - DQ5319-182 - TRẮNG XANH,40.5,1,2190000,kz4tntxc00,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Quảng Nam,,,,16/01/2023
11/01/2023,2301113WC3KKFN,4065426095364,ADIDAS COPA SENSE.3 TF - GZ1363 - ĐEN,42 2/3,1,1900000,quocanh1548,Thanh toán khi nhận hàng,Tây Ninh,Hủy bởi người mua,Lý do khác,,
11/01/2023,23011140B8R8SY,8445456307266,JOMA SUPER REGATE 2223 - TRẮNG/XANH LÁ,46,1,1650000,phong0293i,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,11/01/2023
11/01/2023,23011149W1CTE8,4065427040639,ADIDAS X SPEEDPORTAL.3 TF - GW8485 - XANH,41 1/3,1,1850000,kaicr7,Thanh toán khi nhận hàng,Sóc Trăng,Tự động hủy bởi hệ thống Shopee,Người Bán không xử lý đơn hàng đúng hạn,,
11/01/2023,23011149W1CTE8,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,kaicr7,Thanh toán khi nhận hàng,Sóc Trăng,Tự động hủy bởi hệ thống Shopee,Người Bán không xử lý đơn hàng đúng hạn,,
12/01/2023,2301125UP351NR,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,2,30000,quangrc123,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,20/01/2023
12/01/2023,2301125UP351NR,VOTHF-2,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Đen trơn,2,30000,quangrc123,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,20/01/2023
13/01/2023,2301138QD1YUHJ,4060509396697,ADIDAS DÉP QUAI NGANG ADILETTE AQUA - F35543 - ĐEN,42,1,450000,phananhquan9216,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,18/01/2023
14/01/2023,230114ASM31TCT,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,3,30000,gundambaki,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
14/01/2023,230114ASM31TCT,4066748471270,ADIDAS COPA PURE.1 TF - GY9077 - ĐEN/HỒNG,40,1,2590000,gundambaki,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
14/01/2023,230114ASM31TCT,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,gundambaki,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
15/01/2023,230115DPXPK1M3,196151861055,NIKE ZOOM MERCURIAL SUPERFLY 9 ACADEMY CR7 TF - DQ5320-182 - TRẮNG/XANH,39,1,2490000,m8amqtbsen,Thanh toán khi nhận hàng,Lai Châu,,,,19/01/2023
15/01/2023,230115EBCRVYXT,4065418119962,ADIDAS PREDATOR EDGE.3 TF - GW9999 - XANH/TRẮNG,40 2/3,1,1890000,nkdao2020,Thanh toán khi nhận hàng,Đồng Tháp,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
15/01/2023,230115EC2PTFAF,4065418119962,ADIDAS PREDATOR EDGE.3 TF - GW9999 - XANH/TRẮNG,40 2/3,1,1890000,nkdao2020,Thanh toán khi nhận hàng,Đồng Tháp,,,,22/01/2023
16/01/2023,230116FYVV9JJU,196151861086,NIKE ZOOM MERCURIAL SUPERFLY 9 ACADEMY CR7 TF - DQ5320-182 - TRẮNG/XANH,41,1,2490000,hngnguync947,Thanh toán khi nhận hàng,Đắk Lắk,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
16/01/2023,230116GGC9F4UG,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,2,30000,huynhtannkiett,Ví ShopeePay,TP. Hồ Chí Minh,Tự động hủy bởi hệ thống Shopee,Người bán không gửi hàng đúng hạn,,
18/01/2023,230118MDAN7RKF,196154579070,NIKE TIEMPO LEGEND 9 ACADEMY TF - DA1191-810 - VÀNG ĐỒNG,40.5,1,1850000,sasukeks,Thanh toán khi nhận hàng,Đồng Nai,,,,02/02/2023
18/01/2023,230118MPBBGCAY,2000000024301,KAMITO FUTSAL TA11 IN - KMI221052 - TRẮNG/VÀNG/ĐỎ,40,1,690000,vnghia.nguyen,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,Hủy bởi người mua,Lý do khác,,
24/01/2023,230124747S1X3J,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,2,30000,trunghieu19062006,Thanh toán khi nhận hàng,Tây Ninh,,,,31/01/2023
24/01/2023,230124747S1X3J,Baloxanhreu,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu xanh rêu,1,90000,trunghieu19062006,Thanh toán khi nhận hàng,Tây Ninh,,,,31/01/2023
24/01/2023,2301247ATGFM74,Baloxamxanhnew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu xám xanh,1,90000,qplddmi5qr,Thanh toán khi nhận hàng,Bình Định,,,,29/01/2023
24/01/2023,2301247DC4HNVF,Baloxamxanhnew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu xám xanh,1,90000,_bfo8f41bl,Thanh toán khi nhận hàng,Đồng Nai,,,,27/01/2023
24/01/2023,2301247PQUMQG9,196152910110,NIKE ZOOM MERCURIAL SUPERFLY 9 ACADEMY TF - DR5948-810 - VÀNG ĐỒNG,43,1,2350000,bnhhy625,Thanh toán khi nhận hàng,Đà Nẵng,Tự động hủy bởi hệ thống Shopee,Giao hàng thất bại,,
24/01/2023,2301247QHSBEQ4,4065426114812,ADIDAS PREDATOR EDGE.3 TF - GW0951 - TRẮNG,41 1/3,1,2150000,phiynhunhnguyn,Thanh toán khi nhận hàng,Tiền Giang,,,,30/01/2023
24/01/2023,2301247QHSBEQ4,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,phiynhunhnguyn,Thanh toán khi nhận hàng,Tiền Giang,,,,30/01/2023
24/01/2023,2301247QHSBEQ4,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,phiynhunhnguyn,Thanh toán khi nhận hàng,Tiền Giang,,,,30/01/2023
24/01/2023,23012583HHUM34,4065418162081,ADIDAS PREDATOR EDGE.3 LOW TF - GX2633 - TRẮNG/XANH,42 2/3,1,1790000,nguyenmanhhung2007,Thanh toán khi nhận hàng,Lâm Đồng,Hủy bởi người mua,Thay đổi đơn hàng,,
24/01/2023,23012583HHUM34,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,nguyenmanhhung2007,Thanh toán khi nhận hàng,Lâm Đồng,Hủy bởi người mua,Thay đổi đơn hàng,,
24/01/2023,23012583HHUM34,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,nguyenmanhhung2007,Thanh toán khi nhận hàng,Lâm Đồng,Hủy bởi người mua,Thay đổi đơn hàng,,
25/01/2023,23012596DBDBDM,4573103660540,VỚ NGẮN CHỐNG TRƯỢT ACTIVITAL FOOT SUPPORTER PRO JAPAN - GSM15-WH - TRẮNG/ĐEN,L-LL,1,390000,duykhai2008,Thanh toán khi nhận hàng,Bình Thuận,,,,28/01/2023
25/01/2023,2301259FK4P37Q,4066748943395,ADIDAS COPA GLORO TF - GY9061 - XANH/TRẮNG,43 1/3,1,2200000,9e36hxaiug,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Quảng Ninh,Hủy bởi người mua,Thủ tục thanh toán quá rắc rối,,
25/01/2023,2301259FQ0QE0Y,4066748943395,ADIDAS COPA GLORO TF - GY9061 - XANH/TRẮNG,43 1/3,1,2200000,9e36hxaiug,Thanh toán khi nhận hàng,Quảng Ninh,,,,31/01/2023
25/01/2023,2301259HXPA0A4,4065418162081,ADIDAS PREDATOR EDGE.3 LOW TF - GX2633 - TRẮNG/XANH,42 2/3,1,1790000,nguyenmanhhung2007,Thanh toán khi nhận hàng,Lâm Đồng,,,,29/01/2023
25/01/2023,2301259HXPA0A4,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,nguyenmanhhung2007,Thanh toán khi nhận hàng,Lâm Đồng,,,,29/01/2023
25/01/2023,2301259HXPA0A4,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,nguyenmanhhung2007,Thanh toán khi nhận hàng,Lâm Đồng,,,,29/01/2023
25/01/2023,2301259JQ2BFME,4571547074305,MIZUNO ALPHA PRO AS TF - P1GD236409 - XÁM/TRẮNG,40,1,3051000,agatsumayuki,Thanh toán khi nhận hàng,Đồng Tháp,,,,02/02/2023
25/01/2023,2301259JY5REUM,4573103660427,VỚ NGẮN CHỐNG TRƯỢT ACTIVITAL FOOT SUPPORTER PRO JAPAN - GSM15-BK - ĐEN,S-M,1,390000,agatsumayuki,Thanh toán khi nhận hàng,Đồng Tháp,,,,02/02/2023
25/01/2023,2301259SDYB9TB,2000000024301,KAMITO FUTSAL TA11 IN - KMI221052 - TRẮNG/VÀNG/ĐỎ,40,1,690000,vnghia.nguyen,Ví ShopeePay,TP. Hồ Chí Minh,,,,31/01/2023
25/01/2023,2301259TPDF6ES,4066748981892,ADIDAS COPA GLORO IN - HQ1032 - XÁM/TRẮNG,45 1/3,1,2200000,ducanh2803006,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,25/01/2023
25/01/2023,2301259VWB6XAP,4065427109688,ADIDAS X SPEEDPORTAL MESSI.3 TF - GW8395 - TRẮNG/ĐỎ,40 2/3,1,1890000,trnhng273,Thanh toán khi nhận hàng,Hải Phòng,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
25/01/2023,2301259VXAMCET,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,3,30000,lhmk2001,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,27/01/2023
25/01/2023,2301259W3T4BRA,4065427109688,ADIDAS X SPEEDPORTAL MESSI.3 TF - GW8395 - TRẮNG/ĐỎ,40 2/3,1,1890000,trnhng273,Thanh toán khi nhận hàng,Hải Phòng,Tự động hủy bởi hệ thống Shopee,Giao hàng thất bại,,
25/01/2023,230125A56PPX2Y,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,90000,14qk432o0x,Thanh toán khi nhận hàng,Bình Thuận,,,,02/02/2023
25/01/2023,230125A8QYMU4V,4550234231986,MIZUNO MONARCIDA NEO SALA PRO TF - Q1GB212103 - TRẮNG BẠC,43,1,2190000,qockficjr,Thanh toán khi nhận hàng,Gia Lai,,,,02/02/2023
25/01/2023,230125A8V90H7C,4550234231986,MIZUNO MONARCIDA NEO SALA PRO TF - Q1GB212103 - TRẮNG BẠC,43,1,2190000,qockficjr,Thanh toán khi nhận hàng,Gia Lai,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
25/01/2023,230125A8V90H7C,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,qockficjr,Thanh toán khi nhận hàng,Gia Lai,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
25/01/2023,230125A8V90H7C,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,qockficjr,Thanh toán khi nhận hàng,Gia Lai,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
25/01/2023,230125AFETM9SF,Baloxamxanhnew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu xám xanh,1,90000,73_00rfm0u,Thanh toán khi nhận hàng,Long An,Tự động hủy bởi hệ thống Shopee,Giao hàng thất bại,,
25/01/2023,230125AGHW3X7T,MIP1GZ180245-L,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,L (Size 42 - 43),1,80000,dcubm,Thanh toán khi nhận hàng,Hà Nội,,,,29/01/2023
