Ngày đặt hàng,Mã đơn hàng,Barcode,Tên sản phẩm,Tên phân loại hàng,Số lượng,Giá bán thực,Người Mua,Phương thức thanh toán,Tỉnh/Thành phố,Hủy bởi,Hủy với lý do,Trạng thái Trả hàng/Hoàn tiền,Thời gian hoàn thành đơn hàng
10/04/2024,240410CGSX5C59,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,hoangthuthao9293955,SPayLater,Sóc Trăng,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
10/04/2024,240410CJF1N8HF,196604212236,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-605 - HỒNG/XANH,40.5,1,2190000,hoangthuthao9293955,SPayLater,Sóc Trăng,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
10/04/2024,240410CJF1N8HF,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,hoangthuthao9293955,SPayLater,Sóc Trăng,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
10/04/2024,240410CJMSQFVT,196604212236,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-605 - HỒNG/XANH,40.5,1,2190000,hoangthuthao9293955,Thanh toán khi nhận hàng,Sóc Trăng,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
10/04/2024,240410CJMSQFVT,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,hoangthuthao9293955,Thanh toán khi nhận hàng,Sóc Trăng,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
10/04/2024,240410DCVANG4V,196608161622,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DJ5635-600 - TRẮNG/ĐỎ,40,1,1890000,dg6v06l7rh,Thanh toán khi nhận hàng,Đồng Tháp,,,,13/04/2024
10/04/2024,240410DFJS9VYM,VOTHF-1,VỚ ĐÁ BÓNG THF - MÀU NGẪU NHIÊN,Màu ngẫu nhiên,1,30000,hackerlinz,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Khánh Hòa,,,,13/04/2024
10/04/2024,240410DFJS9VYM,4573103660540,VỚ NGẮN CHỐNG TRƯỢT ACTIVITAL FOOT SUPPORTER PRO JAPAN - GSM15-WH - TRẮNG/ĐEN,L-LL,1,390000,hackerlinz,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Khánh Hòa,,,,13/04/2024
10/04/2024,240410DFJS9VYM,VOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Màu ngẫu nhiên,1,35000,hackerlinz,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Khánh Hòa,,,,13/04/2024
11/04/2024,240411EFTWVGQ8,196154118668,NIKE REACT GATO IC - CT0550-104 - TRẮNG/XANH DƯƠNG,40.5,1,2750000,tnluan,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Hà Nội,,,,19/04/2024
11/04/2024,240411EKE6RHFG,196969022259,NIKE ZOOM MERCURIAL SUPERFLY 9 ACADEMY TF - DJ5629-300 - XANH LÁ/TÍM,41,1,1990000,qucnguyen419,Thanh toán khi nhận hàng,Hà Nội,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
11/04/2024,240411EMSCJT1E,196975751051,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-700 - TRẮNG KEM,42,1,2750000,mnm112ynux,Thanh toán khi nhận hàng,Đồng Nai,,,,13/04/2024
11/04/2024,240411ERP6KAQK,196604212243,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-605 - HỒNG/XANH,41,1,2190000,meodainhan01782,SPayLater,Bình Dương,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
11/04/2024,240411ERP6KAQK,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,meodainhan01782,SPayLater,Bình Dương,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
11/04/2024,240411ERU03J5B,196604212243,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-605 - HỒNG/XANH,41,1,2190000,meodainhan01782,SPayLater,Bình Dương,,,,12/04/2024
11/04/2024,240411ERU03J5B,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,meodainhan01782,SPayLater,Bình Dương,,,,12/04/2024
11/04/2024,240411ET03EGYC,2000000029467,KAMITO FUTSAL TA11 - KMI230211 - ĐỎ/HỒNG,40,1,790000,8zcnivnnzt,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Đắk Nông,,,,17/04/2024
11/04/2024,240411EX30X1WU,196604212212,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-605 - HỒNG/XANH,39,1,2190000,miloc065,Thanh toán khi nhận hàng,Quảng Ninh,Tự động hủy bởi hệ thống Shopee,Giao hàng thất bại,,
11/04/2024,240411F3EM65PY,8445756186530,JOMA TOP FLEX REBOUND IN 2342 - TRẮNG/ĐỎ,40.5,1,1750000,yuiui951,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
11/04/2024,240411F60QHNNP,4573103660540,VỚ NGẮN CHỐNG TRƯỢT ACTIVITAL FOOT SUPPORTER PRO JAPAN - GSM15-WH - TRẮNG/ĐEN,L-LL,1,390000,phtho1689,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,17/04/2024
11/04/2024,240411F8B8Q37K,MIP1GZ180245-L,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,L (Size 41 - 42),1,80000,anhtuan24051992,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,13/04/2024
11/04/2024,240411FE9B7XGQ,4066765161048,ADIDAS PREDATOR 24 LEAGUE L TF - IG7723 - ĐEN/ĐỎ,39 1/3,1,1950000,luan_nguyen1896,SPayLater,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
11/04/2024,240411FGHJXC0G,4066748543762,ADIDAS COPA PURE.3 TF - GY9054 - ĐEN/HỒNG,40,1,1650000,duykigochi,Thanh toán khi nhận hàng,Hải Dương,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
11/04/2024,240411FGHJXC0G,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,duykigochi,Thanh toán khi nhận hàng,Hải Dương,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
11/04/2024,240411FGJYRWSF,4066762404377,ADIDAS COPA PURE 2.3 TF - IE4904 - XANH/TRẮNG,40,1,1790000,duykigochi,Thanh toán khi nhận hàng,Hải Dương,,,,15/04/2024
11/04/2024,240411FGJYRWSF,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,duykigochi,Thanh toán khi nhận hàng,Hải Dương,,,,15/04/2024
11/04/2024,240411FNSX7UN9,196608161684,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DJ5635-600 - TRẮNG/ĐỎ,44,1,1890000,nhanghi2007,Thanh toán khi nhận hàng,Cần Thơ,,,,15/04/2024
11/04/2024,240411FPN6W2AU,CBVOTHF-1,VỚ ĐÁ BÓNG THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,80000,hoangan.ziro,Thanh toán khi nhận hàng,Tiền Giang,,,,13/04/2024
11/04/2024,240411FQ7J9K39,4573103660458,VỚ NGẮN CHỐNG TRƯỢT ACTIVITAL FOOT SUPPORTER PRO JAPAN - GSM15-GN - XANH LÁ/ĐEN,S-M (22.5cm-25.5cm),1,390000,436crjwft9,SPayLater,TP. Hồ Chí Minh,,,,13/04/2024
11/04/2024,240411FQUYJUW9,4066765239617,ADIDAS PREDATOR 24 ELITE TF - IG7730 - VÀNG/ĐEN,40,1,2800000,thanhhotrn689,Thanh toán khi nhận hàng,Cần Thơ,Hủy bởi người mua,Lý do khác,,
11/04/2024,240411FR97YT6J,4066765153470,ADIDAS PREDATOR LEAGUE TF - IE2614 - ĐEN,39 1/3,1,1950000,luan_nguyen1896,SPayLater,TP. Hồ Chí Minh,,,,13/04/2024
11/04/2024,240411FUPKYQMB,4066765263735,ADIDAS X CRAZYFAST ELITE TF - IF0664 - VÀNG NEON/TRẮNG,42 2/3,1,2800000,darko_tuan,SPayLater,TP. Hồ Chí Minh,,,,16/04/2024
12/04/2024,240412G75U4GVR,8445756162169,JOMA TOP FLEX IN 2332 - TRẮNG/XANH,40.5,1,1550000,yuiui951,Thanh toán khi nhận hàng,Cà Mau,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
12/04/2024,240412G8S1GVFJ,5145XP5520111350,JOMA TOP FLEX IN 2413 - HỒNG NHẠT/ĐEN,44,1,1550000,huynh_cute,SPayLater,TP. Hồ Chí Minh,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
12/04/2024,240412GVQPTNG0,8424309829476,JOMA TOP FLEX REBOUND 2102 - TRẮNG/XANH NEON,42,1,1750000,nuihcur793,SPayLater,TP. Hồ Chí Minh,,,,13/04/2024
12/04/2024,240412H2KE0AE8,2000000029443,KAMITO FUTSAL TA11 - KMI230211 - ĐỎ/HỒNG,38,1,790000,24io7qsb2d,Thanh toán khi nhận hàng,Long An,,,,17/04/2024
12/04/2024,240412H879EWJJ,4571547757031,MIZUNO MORELIA II CLUB AS - P1GD231664 - TRẮNG/ĐỎ/VÀNG,43,1,1790000,hoangsang868,SPayLater,Đồng Tháp,,,,16/04/2024
12/04/2024,240412HBM91J4A,2000000022819,KAMITO CỎ NHÂN TẠO TA11 AS - KMA220850 - TRẮNG/VÀNG,44,1,790000,5k9ovi19qe,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
12/04/2024,240412HJF0X2W8,196969020316,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-300 - XANH LÁ/TÍM,40,1,2590000,vuthitrang_03,Thanh toán khi nhận hàng,Sóc Trăng,,,,19/04/2024
12/04/2024,240412J3CVMQ3U,196604212229,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-605 - HỒNG/XANH,40,1,2190000,hackerlinz,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Khánh Hòa,,,,15/04/2024
12/04/2024,240412J3CVMQ3U,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,hackerlinz,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Khánh Hòa,,,,15/04/2024
12/04/2024,240412JAMES0C9,4065452531928,PUMA ULTRA MATCH TF - 107220-01 - CAM/TRẮNG,43,1,1390000,kietdmt,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
12/04/2024,240412JAMES0C9,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,kietdmt,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
12/04/2024,240412JDEY24G9,196975741182,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY MDS TF - FJ7191-300 - XANH LÁ,40.5,1,2150000,tamtrunghuynh,SPayLater,Kiên Giang,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
12/04/2024,240412JENKYMBY,196975719013,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-700 - TRẮNG KEM,40.5,1,2750000,nhu_bao,Thanh toán khi nhận hàng,Cà Mau,,,,19/04/2024
12/04/2024,240412JENKYMBY,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,nhu_bao,Thanh toán khi nhận hàng,Cà Mau,,,,19/04/2024
12/04/2024,240412JET13DU1,196975741182,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY MDS TF - FJ7191-300 - XANH LÁ,40.5,1,2150000,tamtrunghuynh,SPayLater,Kiên Giang,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
13/04/2024,240413KHK9J00N,196975383801,NIKE PHANTOM GX 2 ACADEMY LV8 TF - FJ2576-300 - XANH NGỌC,38.5,1,2050000,dangkhoa086,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Bình Định,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
13/04/2024,240413KHK9J00N,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,dangkhoa086,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Bình Định,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
13/04/2024,240413KK26P4RB,4065452531942,PUMA ULTRA MATCH TF - 107220-01 - CAM/TRẮNG,44,1,1390000,kietdmt,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,14/04/2024
13/04/2024,240413KK26P4RB,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,kietdmt,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,14/04/2024
13/04/2024,240413KMNSHH1X,4066756683146,ADIDAS X CRAZYFAST MESSI.3 TF - IE4074 - XÁM/XANH,41 1/3,1,1690000,ntp_ana,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
13/04/2024,240413KMNSHH1X,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,ntp_ana,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
13/04/2024,240413KMXD3AG6,4066756683146,ADIDAS X CRAZYFAST MESSI.3 TF - IE4074 - XÁM/XANH,41 1/3,1,1690000,ntp_ana,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,15/04/2024
13/04/2024,240413KVYP70PM,CBVOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,90000,nhan091292,Ví ShopeePay,TP. Hồ Chí Minh,,,,18/04/2024
13/04/2024,240413MP2M1RG1,196969022280,NIKE ZOOM MERCURIAL SUPERFLY 9 ACADEMY TF - DJ5629-300 - XANH LÁ/TÍM,43,1,1990000,bushpham372,Apple Pay,TP. Hồ Chí Minh,,,,17/04/2024
13/04/2024,240413MP2M1RG1,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,bushpham372,Apple Pay,TP. Hồ Chí Minh,,,,17/04/2024
13/04/2024,240413MRJ0N0SD,CBVOTHF-1,VỚ ĐÁ BÓNG THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,80000,57mpuyh93t,Thanh toán khi nhận hàng,Bà Rịa - Vũng Tàu,,,,17/04/2024
13/04/2024,240413MU8PWFMP,2000000029474,KAMITO FUTSAL TA11 - KMI230211 - ĐỎ/HỒNG,41,1,790000,tantungtan123...abc,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,23/04/2024
13/04/2024,240414N2MP1R2P,4066765157133,ADIDAS PREDATOR 24 LEAGUE L TF - IE2613 - TRẮNG/XÁM,44 2/3,1,1950000,ngqthien,SPayLater,TP. Hồ Chí Minh,Hủy bởi người mua,Lý do khác,,
13/04/2024,240414N2MP1R2P,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,ngqthien,SPayLater,TP. Hồ Chí Minh,Hủy bởi người mua,Lý do khác,,
14/04/2024,240414N8Q9HWUF,4066762404292,ADIDAS COPA PURE 2.3 TF - IE4904 - XANH/TRẮNG,44 2/3,1,1750000,ngqthien,SPayLater,TP. Hồ Chí Minh,,,,14/04/2024
14/04/2024,240414N8Q9HWUF,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,ngqthien,SPayLater,TP. Hồ Chí Minh,,,,14/04/2024
14/04/2024,240414NKENRY3Y,4573103660441,VỚ NGẮN CHỐNG TRƯỢT ACTIVITAL FOOT SUPPORTER PRO JAPAN - GSM15-YL - VÀNG/ĐEN,S-M,1,390000,436crjwft9,SPayLater,TP. Hồ Chí Minh,,,,15/04/2024
14/04/2024,240414P309ATN2,196149120164,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-001 - ĐEN/TRẮNG,40,1,2350000,quyen241207,Thanh toán khi nhận hàng,Nghệ An,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
14/04/2024,240414P4ER30GU,196149120164,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-001 - ĐEN/TRẮNG,40,1,2350000,quyen241207,Thanh toán khi nhận hàng,Nghệ An,Tự động hủy bởi hệ thống Shopee,Giao hàng thất bại,,
14/04/2024,240414P56TNNHS,Balongaunhien,BALO THF - MÀU NGẪU NHIÊN,Màu ngẫu nhiên,1,90000,lenguyenhoanghieu,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Quảng Ngãi,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
14/04/2024,240414PCA3E348,4066765294500,ADIDAS COPA PURE 2 ELITE TF - IE7514 - TRẮNG/ĐỎ,41 1/3,1,2650000,minhtienthuy123,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Hải Phòng,,,,22/04/2024
14/04/2024,240414PCA3E348,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,minhtienthuy123,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Hải Phòng,,,,22/04/2024
14/04/2024,240414PE73H2TB,196975383801,NIKE PHANTOM GX 2 ACADEMY LV8 TF - FJ2576-300 - XANH NGỌC,38.5,1,2050000,dangkhoa086,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Bình Định,,,,18/04/2024
14/04/2024,240414PE73H2TB,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,dangkhoa086,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Bình Định,,,,18/04/2024
14/04/2024,240414PFFQE3R9,CBVOTHF-1,VỚ ĐÁ BÓNG THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,80000,quantp1998,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,21/04/2024
14/04/2024,240414PFHBTPUW,4066765153340,ADIDAS PREDATOR LEAGUE TF - IE2614 - ĐEN,44,1,1950000,yasuotrung,Thanh toán khi nhận hàng,Hải Phòng,Hủy bởi người mua,Thay đổi đơn hàng,,
14/04/2024,240414PM82M551,VOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Màu ngẫu nhiên,1,35000,huynh_10403,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,21/04/2024
14/04/2024,240414PPGG1YJV,MIP1GZ180245-L,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,L (Size 41 - 42),1,80000,hoaiphi3012,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Bình Định,,,,20/04/2024
14/04/2024,240414Q1Y0A2NP,4066751203035,TÚI ĐỰNG GIÀY ESSENTIALS ADIDAS - HT4753 - ĐEN/TRẮNG,Balo,1,220000,tuananh15512005,Apple Pay,TP. Hồ Chí Minh,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
14/04/2024,240414Q22EY16U,4066751203035,TÚI ĐỰNG GIÀY ESSENTIALS ADIDAS - HT4753 - ĐEN/TRẮNG,Balo,1,220000,tuananh15512005,Ví ShopeePay,TP. Hồ Chí Minh,,,,16/04/2024
14/04/2024,240414Q7JGAXMT,4065449511926,PUMA ULTRA MATCH TF - 106903-03 - ĐỎ CAM,40,1,1490000,buiduclong050806,Thanh toán khi nhận hàng,Quảng Ninh,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
14/04/2024,240414Q7M6NGPE,CBVOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,90000,doantung2122,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,20/04/2024
14/04/2024,240414QH6WUD1A,CBVOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,90000,alviss2510,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,20/04/2024
15/04/2024,240415QNWTB5KV,196974633181,NIKE TIEMPO LEGEND 10 PRO TF - DV4336-700 - TRẮNG KEM,42,1,2650000,rambo3300,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
15/04/2024,240415QNWTB5KV,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,rambo3300,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
15/04/2024,240415QP1YT2TX,196974633181,NIKE TIEMPO LEGEND 10 PRO TF - DV4336-700 - TRẮNG KEM,42,1,2650000,rambo3300,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,16/04/2024
15/04/2024,240415QP1YT2TX,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,rambo3300,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,16/04/2024
15/04/2024,240415QR6QYQ99,196969023232,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DJ5635-300 - XANH LÁ/TÍM,45.5,1,1890000,52iagy8ykc,Thanh toán khi nhận hàng,Thanh Hóa,,,,18/04/2024
15/04/2024,240415QVCBA1BW,196604212236,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-605 - HỒNG/XANH,40.5,1,2190000,hoangthuthao9293955,SPayLater,Sóc Trăng,Tự động hủy bởi hệ thống Shopee,Chưa được Thanh Toán,,
15/04/2024,240415RAUWQ137,8445756162152,JOMA TOP FLEX IN 2332 - TRẮNG/XANH,40,1,1550000,px30_m3lz4,Thanh toán khi nhận hàng,Long An,,,,16/04/2024
15/04/2024,240415REWAGBEP,196608057710,NIKE TIEMPO LEGEND 10 PRO TF - DV4336-100 - TRẮNG/ĐEN/ĐỎ,40,1,2650000,khanhuyen63,Thẻ Tín dụng/Ghi nợ,Kon Tum,Tự động hủy bởi hệ thống Shopee,Chưa được Thanh Toán,,
15/04/2024,240415REWAGBEP,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,khanhuyen63,Thẻ Tín dụng/Ghi nợ,Kon Tum,Tự động hủy bởi hệ thống Shopee,Chưa được Thanh Toán,,
15/04/2024,240415RGTWS8D1,CBVOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,90000,thanhphuoc723,Thanh toán khi nhận hàng,Bạc Liêu,,,,17/04/2024
15/04/2024,240415RNY9BBB6,196975705931,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-700 - TRẮNG KEM,39,1,2750000,thanhcao310720,SPayLater,Hải Phòng,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
15/04/2024,240415RPP6Q6S4,196975705931,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-700 - TRẮNG KEM,39,1,2750000,thanhcao310720,SPayLater,Hải Phòng,Hủy bởi người mua,Tìm thấy giá rẻ hơn ở chỗ khác,,
15/04/2024,240415RVMVAXEX,8445756116056,JOMA TOP FLEX TF 2304 - XANH/ĐEN,40,1,1550000,namkiet2708,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Bình Thuận,,,,17/04/2024
15/04/2024,240415RVMVAXEX,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,namkiet2708,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Bình Thuận,,,,17/04/2024
15/04/2024,240415RYF5Y5SG,196975705931,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-700 - TRẮNG KEM,39,1,2750000,dothingo0c.2911,SPayLater,Hải Phòng,,,,22/04/2024
15/04/2024,240415RYH4VP8S,196975705931,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-700 - TRẮNG KEM,39,1,2750000,thanhcao310720,SPayLater,Hải Phòng,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
15/04/2024,240415S5V5A0HB,4066765294470,ADIDAS COPA PURE 2 ELITE TF - IE7514 - TRẮNG/ĐỎ,40,1,2650000,hnhung1810,SPayLater,Cần Thơ,,,,21/04/2024
15/04/2024,240415S5V5A0HB,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,hnhung1810,SPayLater,Cần Thơ,,,,21/04/2024
15/04/2024,240415S8BRJJYA,196969020316,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-300 - XANH LÁ/TÍM,40,1,2590000,uyennguyen221096,SPayLater,TP. Hồ Chí Minh,,,,15/04/2024
15/04/2024,240415S8BRJJYA,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,uyennguyen221096,SPayLater,TP. Hồ Chí Minh,,,,15/04/2024
15/04/2024,240415S9V7713F,5145XP5520E98330,JOMA TOP FLEX LEATHER IN 2426 – TRẮNG/XANH,42,1,1550000,adkiq1cwe2,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,15/04/2024
15/04/2024,240415S9V7713F,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,adkiq1cwe2,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,15/04/2024
15/04/2024,240415SDM9KMUB,196608057710,NIKE TIEMPO LEGEND 10 PRO TF - DV4336-100 - TRẮNG/ĐEN/ĐỎ,40,1,2650000,khanhuyen63,Thẻ Tín dụng/Ghi nợ,Kon Tum,,,,26/04/2024
15/04/2024,240415SDM9KMUB,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,khanhuyen63,Thẻ Tín dụng/Ghi nợ,Kon Tum,,,,26/04/2024
15/04/2024,240415SJ7BWVPP,196154153478,NIKE LUNAR GATO II - 580456-061 - ĐEN/TRẮNG/ĐỎ,45,1,2250000,phaodailang,Ví ShopeePay,Hà Nội,Hủy bởi người mua,Thay đổi đơn hàng,,
15/04/2024,240415SJ7BWVPP,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,phaodailang,Ví ShopeePay,Hà Nội,Hủy bởi người mua,Thay đổi đơn hàng,,
15/04/2024,240415SP8EBXEQ,CBVOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,90000,thaile1201,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,17/04/2024
15/04/2024,240415SSWRWHQC,4066765153340,ADIDAS PREDATOR LEAGUE TF - IE2614 - ĐEN,44,1,1950000,yasuotrung,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Hải Phòng,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
15/04/2024,240415STAPTREU,4066765153340,ADIDAS PREDATOR LEAGUE TF - IE2614 - ĐEN,44,1,1950000,yasuotrung,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Hải Phòng,,,,24/04/2024
15/04/2024,240415STC4JPJW,VOTHF-1,VỚ ĐÁ BÓNG THF - MÀU NGẪU NHIÊN,Màu ngẫu nhiên,2,30000,1ya1ixk_6a,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,21/04/2024
